"","Protein","Estimate","Std_Error","df","t_value","Pr_t","padj","significant","diffexpressed"
"2348","IGSF11",0.00658384671454606,0.263787795716548,242.999999995031,0.024958875359119,0.980108249831913,0.996471600001818,"Not-Significant","NO"
"2349","IGSF21",-0.134969436720258,0.089206582871563,80.9437535016328,-1.51299861933489,0.134174871495479,0.508482452920635,"Not-Significant","NO"
"2350","IGSF22",0.114978268923803,0.358745836134396,80.5139690575473,0.320500636781549,0.749419189677449,0.91981193654003,"Not-Significant","NO"
"2351","IGSF3",-0.0808481384715567,0.119948685300057,83.7587184679743,-0.6740227145409,0.502152820780095,0.810183727414092,"Not-Significant","NO"
"2352","IGSF8",0.0228718301901145,0.0868254389776608,82.0001389229598,0.263423144868858,0.792885269286599,0.932247260692499,"Not-Significant","NO"
"2353","IGSF9",-0.315287459999464,0.221640032016314,84.1045252402538,-1.42252036841547,0.158573649098507,0.545622183805267,"Not-Significant","NO"
"2354","IHO1",0.124607613354738,0.146376376048249,59.2765842357953,0.851282267800267,0.398038547940098,0.745793325848202,"Not-Significant","NO"
"2355","IKBKG",0.619235146762462,0.201130678685417,89.401602186929,3.07877023440562,0.00276042338409144,0.0830950175506616,"Not-Significant","NO"
"2356","IKZF2",-0.755428910037511,0.349880469838954,84.4591977134595,-2.15910568082073,0.0336781680416717,0.29063078591862,"Not-Significant","NO"
"2357","IL10",-0.0354277512079546,0.130379447281629,80.0369467849495,-0.271728036485904,0.786530824612994,0.930558353907915,"Not-Significant","NO"
"2358","IL10RA",0.478634626039048,0.205240045228866,89.1495314514732,2.33207230833201,0.0219499822538297,0.238159727156467,"Not-Significant","NO"
"2359","IL10RB",0.0190159925457348,0.0696115961110711,81.232687264448,0.273172770171699,0.785413710749902,0.930558353907915,"Not-Significant","NO"
"2360","IL11",0.479993637322733,0.265837328116911,87.2515807041671,1.80559156504778,0.074430963946921,0.399529125623898,"Not-Significant","NO"
"2361","IL11RA",-0.184191494346608,0.204250096272316,78.0878598997523,-0.901793916909766,0.369939489759397,0.7275201992373,"Not-Significant","NO"
"2362","IL12A_IL12B",0.306018126486718,0.205488657739729,82.6385629261208,1.48922149695639,0.140235688725037,0.514554177086827,"Not-Significant","NO"
"2363","IL12B",0.311350595055584,0.151573696693593,76.1320920865249,2.05412021905741,0.043396909579179,0.328707744168376,"Not-Significant","NO"
"2364","IL12RB1",0.196877415813609,0.0993110206264365,76.9376525840529,1.98243271060694,0.051001248567049,0.345038912316232,"Not-Significant","NO"
"2365","IL12RB2",-0.14746669775924,0.218444482964194,86.8306815761076,-0.675076320345485,0.501420977578885,0.810183727414092,"Not-Significant","NO"
"2366","IL13",0.483245522641914,0.471805549552094,86.8255236241878,1.02424722028107,0.308563751592919,0.685406664876825,"Not-Significant","NO"
"2367","IL13RA1",-0.101249467265958,0.0594107511004418,78.7722833023752,-1.70422802928013,0.0922802399543644,0.441246129312475,"Not-Significant","NO"
"2368","IL13RA2",-0.00785504120002446,0.156649048891135,89.5115591276205,-0.0501441997613622,0.960119202589722,0.991138564047982,"Not-Significant","NO"
"2369","IL15",-0.00546319324422098,0.0615184348596906,68.271966770594,-0.0888057906005129,0.929496249713254,0.982711282774414,"Not-Significant","NO"
"2370","IL15RA",0.0247447711062745,0.0964296437325188,80.7807129244636,0.256609587554972,0.798132590484785,0.935785936692051,"Not-Significant","NO"
"2371","IL16",-0.457470437901874,0.218101448452146,77.6018501409166,-2.09751214927052,0.039203938819005,0.312334538139983,"Not-Significant","NO"
"2372","IL17A",0.351701896309817,0.27437393056574,86.4215459707283,1.28183423106063,0.203329059467468,0.601808579362372,"Not-Significant","NO"
"2373","IL17C",-0.155506206602537,0.208848578223172,72.5531599851684,-0.744588294186835,0.45892566631396,0.788387866449857,"Not-Significant","NO"
"2374","IL17D",-0.0243006813457722,0.0773969273495065,87.4160612324352,-0.313974755561497,0.754288260597159,0.920787835171371,"Not-Significant","NO"
"2375","IL17F",-0.051153497437042,0.262881853852757,81.4652051490926,-0.19458740376083,0.846200411527887,0.956696390444829,"Not-Significant","NO"
"2376","IL17RA",-0.0115938968268828,0.136311028453582,85.9280282860291,-0.0850547234395704,0.932415745635702,0.983045858158882,"Not-Significant","NO"
"2377","IL17RB",0.299163439771602,0.133867672551801,83.6376608372143,2.23476985943592,0.0280987327031499,0.267511797231495,"Not-Significant","NO"
"2378","IL17RE",-0.0486213211521513,0.11373567772481,73.652426731407,-0.427494011771691,0.67026682353395,0.888109822451373,"Not-Significant","NO"
"2379","IL18",-0.310960627279821,0.188328682284261,75.1485616123378,-1.65115915169236,0.102879329766262,0.462067683144711,"Not-Significant","NO"
"2380","IL18BP",0.0512540265366687,0.058931686931828,81.1750425753256,0.86971931748635,0.387018296540746,0.737607275837125,"Not-Significant","NO"
"2381","IL18R1",-0.127959902371049,0.107549625529456,84.0359900125965,-1.18977543381593,0.237485235371746,0.6272167382849,"Not-Significant","NO"
"2382","IL18RAP",0.0238198568467233,0.444656065358975,87.1363527340875,0.0535691711019241,0.95740104536657,0.990858298415083,"Not-Significant","NO"
"2383","IL19",0.127163528986809,0.178868909592174,84.5519815492118,0.710931426130704,0.479083319328527,0.796417767744755,"Not-Significant","NO"
"2384","IL1A",0.219110424617835,0.161210647294993,93.496922076749,1.359156037733,0.177366593408474,0.569163059889821,"Not-Significant","NO"
"2385","IL1B",-0.596927684690406,0.328939484588595,78.3785861323157,-1.81470365419033,0.0733953913792441,0.395385718167952,"Not-Significant","NO"
"2386","IL1R1",0.0373574416987439,0.0592787023088071,79.549219288175,0.630200059106112,0.530369861106906,0.821253689521929,"Not-Significant","NO"
"2387","IL1R2",-0.0379851426464518,0.0447900447153245,82.1080458043668,-0.848071103475713,0.398863895205809,0.745793325848202,"Not-Significant","NO"
"2388","IL1RAP",-0.0193909525786053,0.100002683167517,82.9145941866167,-0.193904323008244,0.846725061305361,0.956696390444829,"Not-Significant","NO"
"2389","IL1RL1",-0.00144935100618231,0.11191770370852,79.351252260405,-0.0129501496023992,0.989700068762346,0.99942318992787,"Not-Significant","NO"
"2390","IL1RL2",0.050569885487304,0.114024852057988,80.1900982766592,0.443498803765924,0.658599289449159,0.88227925863555,"Not-Significant","NO"
"2391","IL1RN",-0.414571248266856,0.187130516146976,82.5620330224041,-2.21541230582212,0.02948523735598,0.274726767019224,"Not-Significant","NO"
"2392","IL2",0.00164749734626435,0.158585448150274,66.6505156787512,0.0103887044207436,0.991742195736145,0.99942318992787,"Not-Significant","NO"
"2393","IL20",-0.228687779088932,0.115574036047712,45.0487874017624,-1.97871240729643,0.0539815884597701,0.348204474009328,"Not-Significant","NO"
"2394","IL20RA",0.105662517685302,0.151246376166027,76.1219804918153,0.698611896455049,0.486923515585919,0.800534555923446,"Not-Significant","NO"
"2395","IL20RB",-0.0429176756792859,0.123468725430458,72.7550714305156,-0.347599568470954,0.729144536830736,0.911562467576505,"Not-Significant","NO"
"2396","IL21R",0.124046812822174,0.193633959044352,84.8267265985589,0.640625298549829,0.523493022590372,0.819014691511448,"Not-Significant","NO"
"2397","IL22",0.190962128229694,0.178194985882547,80.7936294778361,1.07164703475755,0.287069351179028,0.665526560364289,"Not-Significant","NO"
"2398","IL22RA1",-0.189326720091918,0.142843942549382,86.1705139476952,-1.32540951133764,0.18853875413563,0.582942002216723,"Not-Significant","NO"
"2399","IL23R",-0.0513198085746581,0.133033163855826,84.814164096138,-0.385767030469755,0.700635134511704,0.905136538074374,"Not-Significant","NO"
"2400","IL24",0.157399977344545,0.140221467391361,93.6949597793138,1.12250984298459,0.264514004637347,0.648684408124798,"Not-Significant","NO"
"2401","IL25",0.0929157956637587,0.0535652553782317,244.999999999638,1.73462807201548,0.0840643793461014,0.419523191277591,"Not-Significant","NO"
"2402","IL2RA",0.0722722809250824,0.108471429561283,85.0848833146324,0.666279417699115,0.50703508557294,0.812720482079356,"Not-Significant","NO"
"2403","IL2RB",-0.196166126335978,0.258775252488111,76.7325922878691,-0.758055975020218,0.450739426231149,0.781392354445188,"Not-Significant","NO"
"2404","IL2RG",-0.0332687155670103,0.0668078599327614,66.8760219065386,-0.497976070487717,0.620134567728601,0.861654962881969,"Not-Significant","NO"
"2405","IL3",0.027930422766871,0.349349730155972,75.3691927923277,0.0799497476480119,0.93648913116298,0.985199529123724,"Not-Significant","NO"
"2406","IL31",0.383083306630889,0.444977966843244,76.0249736806568,0.86090398890658,0.39199795949131,0.740407169358895,"Not-Significant","NO"
"2407","IL31RA",-0.212017103737556,0.131423097044769,80.143236675036,-1.61324081158529,0.110623189340234,0.473027971851945,"Not-Significant","NO"
"2408","IL32",0.379280822958649,0.102713823476111,86.0263876312915,3.69259764774371,0.000388988427223825,0.0208167746205235,"Significant","UP"
"2409","IL33",0.026563085416374,0.128158909714209,73.1071438756001,0.207266786800926,0.836377759955216,0.951928853689662,"Not-Significant","NO"
"2410","IL34",0.00260215841159646,0.185996354651253,84.041456193198,0.0139903731794935,0.988870820434732,0.99942318992787,"Not-Significant","NO"
"2411","IL36A",0.00695249685629727,0.173734581845726,77.0239697319913,0.0400179214894072,0.968182385653888,0.991837000207293,"Not-Significant","NO"
"2412","IL36B",0.141826742126082,0.086573198789991,104.002877565199,1.63822919920199,0.104395876471803,0.46400113552652,"Not-Significant","NO"
"2413","IL36G",0.242365055353122,0.173795578808929,86.3204455212738,1.3945409717216,0.166732987029316,0.556266602821987,"Not-Significant","NO"
"2414","IL3RA",0.134672091819734,0.109367098358767,70.1834012312006,1.23137665569179,0.222292306648613,0.615632326515605,"Not-Significant","NO"
"2415","IL4",-0.490658239193236,0.262716679316869,244.999999992727,-1.86763261650944,0.0630072622637118,0.367853456232913,"Not-Significant","NO"
"2416","IL4R",-0.0192129324097256,0.0938792470478242,76.1901781048193,-0.204655800018699,0.838386792670815,0.953032996562294,"Not-Significant","NO"
"2417","IL5",-0.533717782720375,0.48710696448649,81.8332199382259,-1.09568908193095,0.276429057211761,0.658227679697156,"Not-Significant","NO"
"2418","IL5RA",0.124695194194669,0.127404541443944,87.3390260425673,0.978734296136005,0.330414570839116,0.700345573738313,"Not-Significant","NO"
"2419","IL6",0.22813943574267,0.165459910383001,77.7970395426029,1.37882001274254,0.171901914723461,0.563923432944208,"Not-Significant","NO"
"2420","IL6R",0.087600867902694,0.0812110253407456,82.0511978930804,1.07868195894754,0.283890399348489,0.664054277186732,"Not-Significant","NO"
"2421","IL6ST",-0.00492053227919662,0.0390545649361516,80.5987641029972,-0.125991219905815,0.900052631383353,0.97373725750796,"Not-Significant","NO"
"2422","IL7",0.225658148536561,0.164308823513583,75.4754480557721,1.37337815286533,0.173700869576911,0.566196844243907,"Not-Significant","NO"
"2423","IL7R",-0.120470548197543,0.122465644108052,78.3921223109031,-0.983708933839858,0.328285035219569,0.697655080863729,"Not-Significant","NO"
"2424","IL9",-0.175894004002955,0.180888044546119,67.8925673413919,-0.972391538889731,0.334307570676435,0.702672934319156,"Not-Significant","NO"
"2425","IL9R",0.386191391212366,0.15588730537835,85.6261943539036,2.47737550068655,0.0152003110451119,0.200326487355728,"Not-Significant","NO"
"2426","ILF2",0.1942262673471,0.305145990680292,83.3542823781367,0.636502766803825,0.526192855538868,0.821139837597915,"Not-Significant","NO"
"2427","ILKAP",0.0156858376317038,0.184584700782941,79.5929894443728,0.0849790777088796,0.932491415812638,0.983045858158882,"Not-Significant","NO"
"2428","IMMT",0.295671466903422,0.120833518597615,84.1982975788475,2.44693252613151,0.0164875021040851,0.209474307308016,"Not-Significant","NO"
"2429","IMPA1",0.0504646329449436,0.133903756610267,76.2941867858118,0.376872421076455,0.707314607079847,0.907333392386169,"Not-Significant","NO"
"2430","IMPACT",0.0993854765438576,0.163733104657879,81.4249468823716,0.606996836415727,0.545541915374679,0.826445159491953,"Not-Significant","NO"
"2431","IMPG1",0.0300424793852596,0.1113046268761,79.0929775441834,0.269912224032714,0.787930772575959,0.930816519116437,"Not-Significant","NO"
"2432","IMUP",0.12054859605901,0.279286941624037,80.3457009315296,0.431629904921539,0.667166455060048,0.886543235241569,"Not-Significant","NO"
"2433","INCENP",0.127601807804544,0.120085223854165,73.0627228470339,1.06259374558445,0.291465834584836,0.669425548572594,"Not-Significant","NO"
"2434","ING1",-0.0501325211525653,0.119916866363123,78.7261260312679,-0.418060633779054,0.677040927852886,0.890352881222215,"Not-Significant","NO"
"2435","ING2",0.786473842461566,0.30221757167051,75.918298344106,2.60234319968335,0.0111283755213015,0.168451810033872,"Not-Significant","NO"
"2436","INHBB",-0.092361451316259,0.155625005934038,82.4301105996928,-0.593487214743668,0.554480196004992,0.830626330696127,"Not-Significant","NO"
"2437","INHBC",0.0803456668528741,0.116592624358535,81.9331550287507,0.68911448983087,0.492698145584118,0.804163516729716,"Not-Significant","NO"
"2438","INKA1",0.35856694384024,0.284966322179698,74.777253704775,1.25827831547803,0.212205818512694,0.607372445023057,"Not-Significant","NO"
"2439","INO80",-0.0991421223511941,0.267289880253055,77.4392916228969,-0.370916108972521,0.711712777649165,0.907935058026794,"Not-Significant","NO"
"2440","INPP1",0.0359801243413791,0.140721326983394,76.0544821041606,0.255683520847022,0.798885465459282,0.935809746605758,"Not-Significant","NO"
"2441","INPP4B",0.550983503097739,0.276101476759753,86.2819860945013,1.99558332524665,0.049133884499253,0.340174292109773,"Not-Significant","NO"
"2442","INPP5D",0.262455024991915,0.170407084272824,81.1313005504923,1.54016498851491,0.127411561034901,0.501758079311854,"Not-Significant","NO"
"2443","INPP5F",0.341604322651696,0.23647001662712,64.1002846357205,1.44459888625271,0.153441262179359,0.538365435116718,"Not-Significant","NO"
"2444","INPP5J",-0.065330891144919,0.245331389142195,61.065352245144,-0.266296503571554,0.790907985800798,0.93090377502792,"Not-Significant","NO"
"2445","INPPL1",0.428489477462487,0.235804015967729,88.2051117038094,1.81714240830032,0.0725912189625647,0.394045366868512,"Not-Significant","NO"
"2446","INS-CPEPTIDE",0.579080745413256,0.229927732566646,83.5514968732137,2.51853371034922,0.013691303127676,0.191701607221867,"Not-Significant","NO"
"2447","INSL3",-0.283622151104713,0.628301586417965,82.9200537197046,-0.45141084669495,0.652871893665594,0.879538700980256,"Not-Significant","NO"
"2448","INSL4",0.129607320972643,0.135292627005533,80.4590933178163,0.957977709807811,0.340943791015336,0.707528478182237,"Not-Significant","NO"
"2449","INSL5",0.0879942274856557,0.261515072690056,86.2375928789106,0.33647860744893,0.737327389084433,0.915713807855378,"Not-Significant","NO"
"2450","INSM2",0.395732008145101,0.234159946011745,72.441738086651,1.6900072573695,0.0953258780476408,0.447967301042965,"Not-Significant","NO"
"2451","INSR",-0.00965629902592753,0.0325090167546267,76.5341702192257,-0.297034484272836,0.767244861156261,0.924462877963582,"Not-Significant","NO"
"2452","INSYN1",0.171434703576421,0.197654151896198,75.1943416437253,0.867346837553165,0.388511509391177,0.7380826408177,"Not-Significant","NO"
"2453","INSYN2A",-0.000989738436918676,0.262903620045851,83.3834189070541,-0.00376464362394882,0.997005248272197,0.99942318992787,"Not-Significant","NO"
"2454","INSYN2B",0.0684929303388596,0.232644505415524,82.8015645559855,0.29441026434957,0.769181247014581,0.924535965843993,"Not-Significant","NO"
"2455","INTS13",0.26364496863374,0.33879631121721,73.5967992494401,0.778181343493766,0.438956769152788,0.776059198422428,"Not-Significant","NO"
"2456","INTS8",0.141074505584143,0.0958454903656523,83.475524018752,1.47189507869323,0.144809415993925,0.519461126945757,"Not-Significant","NO"
"2457","IP6K1",0.724423030429871,0.255484107087992,79.2392699373434,2.83549156417926,0.00580457105107366,0.125653564546949,"Not-Significant","NO"
"2458","IPCEF1",-0.0760497674150895,0.236652808457078,79.869840564581,-0.321355862670367,0.748780174101951,0.919572870280977,"Not-Significant","NO"
"2459","IPMK",0.108262015162846,0.148882775069099,74.0501444074449,0.727162797124109,0.469418967898511,0.794416179398068,"Not-Significant","NO"
"2460","IQCA1",0.117204683180747,0.215091051965717,85.3623658382479,0.544907294420729,0.587238120214162,0.846231511579649,"Not-Significant","NO"
"2461","IQCA1L",-0.0940525357996142,0.298008834579333,81.5422594435547,-0.315603179792901,0.753110061873335,0.920787835171371,"Not-Significant","NO"
"2462","IQCC",0.224392960400681,0.170491064361774,81.3889655828131,1.31615672199999,0.191816268308009,0.58688575061582,"Not-Significant","NO"
"2463","IQCD",0.196628995992214,0.126525659895365,64.9109051049045,1.55406418077427,0.125031619187549,0.49771562115705,"Not-Significant","NO"
"2464","IQCE",0.566840947338442,0.259845904433581,83.8210620502694,2.18145038142532,0.0319505529126483,0.284494166943211,"Not-Significant","NO"
"2465","IQCG",-0.0544629341421025,0.174079807450089,81.1318025455496,-0.312861870310362,0.755188413168405,0.920836704364446,"Not-Significant","NO"
"2466","IQCJ-SCHIP1",0.437171986047545,0.270550129479136,72.0256630470102,1.61586315589347,0.110496108937832,0.473027971851945,"Not-Significant","NO"
"2467","IQCN",1.19683633146323,0.476892509687804,84.5289076997091,2.50965638409112,0.0139919815036679,0.193549655369276,"Not-Significant","NO"
"2468","IQGAP2",0.457360403550148,0.129292461172889,85.1089093307805,3.53740967881004,0.000657025925691626,0.0300079599509848,"Significant","UP"
"2469","IQSEC1",-0.115991813048635,0.210964250345657,84.0931941823003,-0.54981738782086,0.5839019662317,0.844991154628666,"Not-Significant","NO"
"2470","IQSEC2",-0.227524088452243,0.219341296871064,80.8202885662515,-1.03730620588967,0.302686774590285,0.681238118852731,"Not-Significant","NO"
"2471","IQUB",0.701070516756226,0.464019105777425,80.9069211225348,1.51086562606434,0.134718685261049,0.509602682411303,"Not-Significant","NO"
"2472","IRAG2",1.02597809727083,0.238673864179902,87.0757037732522,4.29866127485785,4.46428374452874e-05,0.00358360231492625,"Significant","UP"
"2473","IRAK1",0.255459889630332,0.159805027750172,84.691973328078,1.59857229291747,0.113640024469894,0.477094027235804,"Not-Significant","NO"
"2474","IRAK1BP1",-0.209077747502422,0.356131560534715,85.3897730754373,-0.5870800868884,0.558699017729746,0.833304637319774,"Not-Significant","NO"
"2475","IRAK4",0.0839375144279314,0.249857646177297,82.9575125802237,0.335941347852008,0.737763291022211,0.915713807855378,"Not-Significant","NO"
"2476","IRF2BP2",0.348635341092446,0.222540671407305,90.1273809913175,1.56661404357119,0.120709443525839,0.493455734413499,"Not-Significant","NO"
"2477","IRF2BPL",0.0487186946569001,0.129041118457178,70.9154432271019,0.377543958386159,0.706897000521042,0.907333392386169,"Not-Significant","NO"
"2478","IRF3",0.145249413027402,0.194496857456567,82.3935847409635,0.746795680541198,0.457312656268092,0.786892644660069,"Not-Significant","NO"
"2479","IRGQ",0.356786171808947,0.137189287540882,80.0261963275574,2.60068536111193,0.011078204685246,0.168172860809264,"Not-Significant","NO"
"2480","ISCA2",0.538206893252721,0.307121484075297,87.0948243721071,1.75242345833666,0.0832203509796663,0.419506583720525,"Not-Significant","NO"
"2481","ISL1",0.106226102622781,0.0991706097426082,74.9669731955097,1.07114499848781,0.287540637348784,0.665526560364289,"Not-Significant","NO"
"2482","ISLR2",-0.156123873370548,0.0803273678470991,80.7148796131046,-1.94359503560138,0.0554295134738073,0.351466697470969,"Not-Significant","NO"
"2483","ISM1",-0.100966032824541,0.0868904024483742,78.9223799383197,-1.16199292418434,0.248740329579625,0.635155939217883,"Not-Significant","NO"
"2484","ISM2",0.122288346568647,0.0572754424745525,244.999999998498,2.13509213172783,0.0337458832522614,0.29063078591862,"Not-Significant","NO"
"2485","IST1",0.15730204598726,0.190129845581487,81.5351615128508,0.827340102792237,0.410459194944233,0.755859507104708,"Not-Significant","NO"
"2486","ITCH",0.225147926986932,0.14691305987353,80.4757323506343,1.53252493128079,0.129314904055717,0.504151428955016,"Not-Significant","NO"
"2487","ITGA11",-0.270025427820238,0.0982880196097558,83.7089369152447,-2.74728729800795,0.00735662423179758,0.139624076641231,"Not-Significant","NO"
"2488","ITGA5",-0.0878856523135539,0.0712288422327488,81.6508845755758,-1.2338492323991,0.220798891611416,0.612855275226009,"Not-Significant","NO"
"2489","ITGA6",-0.572433023986052,0.228623374578464,71.6339938188708,-2.50382545110054,0.014565055119878,0.196664709411606,"Not-Significant","NO"
"2490","ITGAD",0.0134517949755265,0.202941409554851,88.6030330083217,0.0662841309963934,0.947300954053313,0.987592040729154,"Not-Significant","NO"
"2491","ITGAL",-0.343331299452388,0.164620427212008,78.3579708967374,-2.08559353943497,0.0402703239646159,0.316091243399832,"Not-Significant","NO"
"2492","ITGAM",-0.648142043003225,0.0999705771995676,86.5165471150333,-6.48332800669304,5.32143073354475e-09,1.04418296393778e-06,"Significant","DOWN"
"2493","ITGAV",-0.238426533667629,0.0543707139646054,82.7143909938112,-4.38520144912648,3.3861755196871e-05,0.00284761236560353,"Significant","DOWN"
"2494","ITGAX",0.477101149784703,0.305103564033919,245.000000002211,1.56373509203473,0.119170511866578,0.491454628443838,"Not-Significant","NO"
"2495","ITGB1",-0.0656949411955945,0.0547823363200227,77.2832322841217,-1.19919933337314,0.234114336387206,0.6241875268232,"Not-Significant","NO"
"2496","ITGB1BP1",0.242221263365412,0.134693591545855,85.74173011318,1.79831319801841,0.0756467396296661,0.403018143889758,"Not-Significant","NO"
"2497","ITGB1BP2",0.330728947894094,0.231798644289503,78.0822463442074,1.42679414242403,0.157625816166242,0.545622183805267,"Not-Significant","NO"
"2498","ITGB2",-0.382351728197681,0.089466419538793,84.9100260570142,-4.27368983992807,5.00188260106436e-05,0.00389705500300573,"Significant","DOWN"
"2499","ITGB3BP",1.07197598528528,0.471103204539569,86.5649915728871,2.2754589120933,0.0253479794927678,0.255311017780768,"Not-Significant","NO"
"2500","ITGB5",-0.21329078765826,0.0901455402812867,72.8577043056611,-2.36607143284865,0.020639580412537,0.232656376650257,"Not-Significant","NO"
"2501","ITGB6",-0.456647651268425,0.103732951320481,81.145551840533,-4.40214652581919,3.23753338837937e-05,0.00281078284767161,"Significant","DOWN"
"2502","ITGB7",-0.0345529888059348,0.113571836288991,83.7718160461602,-0.30423906080036,0.761700231218242,0.923079213289347,"Not-Significant","NO"
"2503","ITGBL1",-0.02552062418805,0.0808548171999976,82.9005153658033,-0.315635172669103,0.753072673409058,0.920787835171371,"Not-Significant","NO"
"2504","ITIH1",0.0170197271293627,0.0482147759990002,79.1678826208612,0.352998158276534,0.725027984905719,0.911325061644719,"Not-Significant","NO"
"2505","ITIH3",0.274158369155951,0.0842800146968112,81.5041809052821,3.25294638523982,0.00166293506866515,0.0583458939985958,"Not-Significant","NO"
"2506","ITIH4",-0.00669276149891395,0.0846250685608224,73.8623619054508,-0.0790872209941392,0.937177123758986,0.985199529123724,"Not-Significant","NO"
"2507","ITIH5",0.00607549996299731,0.158170080298169,79.7813272343137,0.0384111834017173,0.969455798729728,0.992623038767518,"Not-Significant","NO"
"2508","ITM2A",-0.0267500155300387,0.0864878108658439,79.6881283776779,-0.309292318330639,0.757906437199838,0.922017980317966,"Not-Significant","NO"
"2509","ITPA",-0.0520096718524422,0.2634477274157,83.8788617908633,-0.19741932246914,0.843977031065603,0.955634162501086,"Not-Significant","NO"
"2510","ITPKA",-0.0178282928737844,0.121646542833226,80.4180113687114,-0.146558154950827,0.883847564803337,0.969670910621392,"Not-Significant","NO"
"2511","ITPR1",0.221689537599079,0.187080340422369,79.5523339015377,1.18499644109356,0.239546814059832,0.629523323853666,"Not-Significant","NO"
"2512","ITPRID2",0.384723934142783,0.1324975842839,87.2683635403953,2.90362979990973,0.00467091678481668,0.114567208916476,"Not-Significant","NO"
"2513","ITPRIP",0.181403529431415,0.172699014551514,245.000000001957,1.05040280572826,0.294567942870848,0.673261846992991,"Not-Significant","NO"
"2514","ITPRIPL1",0.237870695229893,0.176746100289525,88.2627144025136,1.34583277843324,0.181803324770886,0.573989845001632,"Not-Significant","NO"
"2515","IVD",0.0742095867230264,0.120210268546943,77.437246175942,0.617331511026838,0.538827158476555,0.823186731255343,"Not-Significant","NO"
"2516","IVL",-0.2426762874421,0.105260008675018,82.4701774325277,-2.30549370550922,0.0236507709006228,0.245208971098825,"Not-Significant","NO"
"2517","IZUMO1",-0.200740117310937,0.344703789365768,244.999999999103,-0.582355412106972,0.560862841826316,0.834208685007249,"Not-Significant","NO"
"2518","JADE1",0.55435682273291,0.417841205869688,73.5206356209849,1.32671650125813,0.188708623321168,0.582942002216723,"Not-Significant","NO"
"2519","JADE3",0.01079874400634,0.186387211696923,83.9208392129409,0.0579371508808201,0.95393642286852,0.989311373865301,"Not-Significant","NO"
"2520","JAKMIP1",-0.0674769919626139,0.146694424555186,80.3050166018054,-0.459983344065195,0.646771175395872,0.877758992322124,"Not-Significant","NO"
"2521","JAKMIP2",0.214939115544702,0.217606685188707,83.5850573992404,0.98774132494279,0.326130054069317,0.696386883916122,"Not-Significant","NO"
"2522","JAKMIP3",0.140059995286831,0.224063563756577,74.0464630529568,0.625090456201937,0.533833364684889,0.823186731255343,"Not-Significant","NO"
"2523","JAM2",-0.0864981787986468,0.0509187639106572,79.1601257456021,-1.69874859787283,0.093293874421625,0.443871284075951,"Not-Significant","NO"
"2524","JAM3",0.0498952140053733,0.126909937703879,77.2148488552281,0.393154507110348,0.6952887711081,0.901474767464486,"Not-Significant","NO"
"2525","JAZF1",0.0389101472288963,0.19421820034276,90.0071251975852,0.200342435262127,0.841664759280236,0.954847943183445,"Not-Significant","NO"
"2526","JCAD",1.38019577026995,0.383879834488839,82.8463106422224,3.59538492587861,0.000549157605610966,0.0274475188162915,"Significant","UP"
"2527","JCHAIN",0.100073980770367,0.128325822044395,77.3070845854042,0.779842896589792,0.437864417885329,0.775854744467048,"Not-Significant","NO"
"2528","JMJD1C",-0.218916730825878,0.347656279790952,74.3170133669108,-0.629693014484059,0.530826649115934,0.821253689521929,"Not-Significant","NO"
"2529","JMJD6",-0.0504391506972111,0.119255837671999,72.0129951563459,-0.422949112444616,0.673592759439025,0.888953195952994,"Not-Significant","NO"
"2530","JPH1",0.400916192150943,0.20615165291662,81.1992948447516,1.94476341314177,0.0552654039465758,0.351074472552708,"Not-Significant","NO"
"2531","JPT2",0.152027663713807,0.223755735820206,80.7967070320611,0.679435828344377,0.498803652299928,0.809637563319796,"Not-Significant","NO"
"2532","JTB",0.0415630063224551,0.0723234825989899,80.5869752462399,0.574682037270085,0.567107241558406,0.835320451589754,"Not-Significant","NO"
"2533","JUN",0.169998381255379,0.149975736663758,71.9573751373214,1.13350589259989,0.260764320659035,0.645574472360546,"Not-Significant","NO"
"2534","KALRN",-0.501359903093059,0.330099423515538,76.5758647399913,-1.51881483994612,0.132927246908087,0.506820401821127,"Not-Significant","NO"
"2535","KANK1",-0.256695893767191,0.477925095366492,77.1999547076543,-0.537104864875,0.592739888967519,0.849388227082776,"Not-Significant","NO"
"2536","KANK2",0.3624409634721,0.184075916314248,86.2606798097862,1.9689754679985,0.0521661322697814,0.345038912316232,"Not-Significant","NO"
"2537","KANK4",0.00368608555428127,0.112040349104412,81.8889356167195,0.0328996257486324,0.973834689583548,0.995646770942973,"Not-Significant","NO"
"2538","KANSL1",0.176767035442413,0.135172593611573,244.99999999694,1.30771357358404,0.192196231376786,0.5869873154035,"Not-Significant","NO"
"2539","KAT14",0.368255564620511,0.213517389354587,102.626251133807,1.72470994392383,0.0875902680872591,0.428884695310812,"Not-Significant","NO"
"2540","KAT2B",0.161656912148032,0.230532344563149,84.0868383028229,0.701233106592335,0.48509370402688,0.799957590503412,"Not-Significant","NO"
"2541","KAT6A",-0.149243794171155,0.224518671417188,76.2365895098851,-0.6647277628587,0.50823042647165,0.813624108042601,"Not-Significant","NO"
"2542","KATNB1",0.360104059256227,0.188173444609825,77.6011513689431,1.91368160370821,0.0593485328303174,0.360583173090621,"Not-Significant","NO"
"2543","KAZALD1",-0.079522782983028,0.108466940747008,85.5205906282951,-0.733152262204112,0.465470498002167,0.792536623402584,"Not-Significant","NO"
