"Protein_Set","T","Train_CV_AUC","sensitivities","specificities"
"Panel_1",0.5,0.81411730879816,0.891891891891892,0.24468085106383
"Panel_1",0.5,0.81411730879816,0.891891891891892,0.25
"Panel_1",0.5,0.81411730879816,0.891891891891892,0.25531914893617
"Panel_1",0.5,0.81411730879816,0.891891891891892,0.26063829787234
"Panel_1",0.5,0.81411730879816,0.891891891891892,0.265957446808511
"Panel_1",0.5,0.81411730879816,0.891891891891892,0.271276595744681
"Panel_1",0.5,0.81411730879816,0.891891891891892,0.276595744680851
"Panel_1",0.5,0.81411730879816,0.891891891891892,0.281914893617021
"Panel_1",0.5,0.81411730879816,0.891891891891892,0.287234042553192
"Panel_1",0.5,0.81411730879816,0.891891891891892,0.292553191489362
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.292553191489362
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.297872340425532
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.303191489361702
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.308510638297872
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.313829787234043
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.319148936170213
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.324468085106383
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.329787234042553
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.335106382978723
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.340425531914894
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.345744680851064
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.351063829787234
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.356382978723404
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.361702127659574
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.367021276595745
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.372340425531915
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.377659574468085
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.382978723404255
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.388297872340426
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.393617021276596
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.398936170212766
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.404255319148936
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.409574468085106
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.414893617021277
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.420212765957447
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.425531914893617
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.430851063829787
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.436170212765957
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.441489361702128
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.446808510638298
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.452127659574468
"Panel_1",0.5,0.81411730879816,0.864864864864865,0.457446808510638
"Panel_1",0.5,0.81411730879816,0.837837837837838,0.457446808510638
"Panel_1",0.5,0.81411730879816,0.837837837837838,0.462765957446808
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.462765957446808
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.468085106382979
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.473404255319149
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.478723404255319
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.484042553191489
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.48936170212766
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.49468085106383
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.5
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.50531914893617
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.51063829787234
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.515957446808511
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.521276595744681
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.526595744680851
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.531914893617021
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.537234042553192
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.542553191489362
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.547872340425532
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.553191489361702
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.558510638297872
"Panel_1",0.5,0.81411730879816,0.810810810810811,0.563829787234043
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.563829787234043
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.569148936170213
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.574468085106383
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.579787234042553
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.585106382978723
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.590425531914894
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.595744680851064
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.601063829787234
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.606382978723404
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.611702127659574
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.617021276595745
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.622340425531915
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.627659574468085
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.632978723404255
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.638297872340426
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.643617021276596
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.648936170212766
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.654255319148936
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.659574468085106
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.664893617021277
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.670212765957447
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.675531914893617
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.680851063829787
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.686170212765957
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.691489361702128
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.696808510638298
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.702127659574468
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.707446808510638
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.712765957446808
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.718085106382979
"Panel_1",0.5,0.81411730879816,0.783783783783784,0.723404255319149
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.723404255319149
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.728723404255319
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.734042553191489
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.73936170212766
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.74468085106383
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.75
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.75531914893617
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.76063829787234
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.765957446808511
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.771276595744681
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.776595744680851
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.781914893617021
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.787234042553192
"Panel_1",0.5,0.81411730879816,0.756756756756757,0.792553191489362
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.792553191489362
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.797872340425532
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.803191489361702
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.808510638297872
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.813829787234043
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.819148936170213
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.824468085106383
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.829787234042553
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.835106382978723
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.840425531914894
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.845744680851064
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.851063829787234
"Panel_1",0.5,0.81411730879816,0.72972972972973,0.856382978723404
"Panel_1",0.5,0.81411730879816,0.702702702702703,0.856382978723404
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.856382978723404
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.861702127659574
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.867021276595745
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.872340425531915
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.877659574468085
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.882978723404255
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.888297872340426
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.893617021276596
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.898936170212766
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.904255319148936
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.909574468085106
"Panel_1",0.5,0.81411730879816,0.675675675675676,0.914893617021277
"Panel_1",0.5,0.81411730879816,0.648648648648649,0.914893617021277
"Panel_1",0.5,0.81411730879816,0.621621621621622,0.914893617021277
"Panel_1",0.5,0.81411730879816,0.594594594594595,0.914893617021277
"Panel_1",0.5,0.81411730879816,0.594594594594595,0.920212765957447
"Panel_1",0.5,0.81411730879816,0.594594594594595,0.925531914893617
"Panel_1",0.5,0.81411730879816,0.594594594594595,0.930851063829787
"Panel_1",0.5,0.81411730879816,0.594594594594595,0.936170212765957
"Panel_1",0.5,0.81411730879816,0.594594594594595,0.941489361702128
"Panel_1",0.5,0.81411730879816,0.567567567567568,0.941489361702128
"Panel_1",0.5,0.81411730879816,0.567567567567568,0.946808510638298
"Panel_1",0.5,0.81411730879816,0.567567567567568,0.952127659574468
"Panel_1",0.5,0.81411730879816,0.567567567567568,0.957446808510638
"Panel_1",0.5,0.81411730879816,0.567567567567568,0.962765957446808
"Panel_1",0.5,0.81411730879816,0.567567567567568,0.968085106382979
"Panel_1",0.5,0.81411730879816,0.567567567567568,0.973404255319149
"Panel_1",0.5,0.81411730879816,0.567567567567568,0.978723404255319
"Panel_1",0.5,0.81411730879816,0.540540540540541,0.978723404255319
"Panel_1",0.5,0.81411730879816,0.513513513513513,0.978723404255319
"Panel_1",0.5,0.81411730879816,0.486486486486487,0.978723404255319
"Panel_1",0.5,0.81411730879816,0.486486486486487,0.984042553191489
"Panel_1",0.5,0.81411730879816,0.486486486486487,0.98936170212766
"Panel_1",0.5,0.81411730879816,0.45945945945946,0.98936170212766
"Panel_1",0.5,0.81411730879816,0.45945945945946,0.99468085106383
"Panel_1",0.5,0.81411730879816,0.432432432432432,0.99468085106383
"Panel_1",0.5,0.81411730879816,0.405405405405405,0.99468085106383
"Panel_1",0.5,0.81411730879816,0.405405405405405,1
"Panel_1",0.5,0.81411730879816,0.378378378378378,1
"Panel_1",0.5,0.81411730879816,0.351351351351351,1
"Panel_1",0.5,0.81411730879816,0.324324324324324,1
"Panel_1",0.5,0.81411730879816,0.297297297297297,1
"Panel_1",0.5,0.81411730879816,0.27027027027027,1
"Panel_1",0.5,0.81411730879816,0.243243243243243,1
"Panel_1",0.5,0.81411730879816,0.216216216216216,1
"Panel_1",0.5,0.81411730879816,0.189189189189189,1
"Panel_1",0.5,0.81411730879816,0.162162162162162,1
"Panel_1",0.5,0.81411730879816,0.135135135135135,1
"Panel_1",0.5,0.81411730879816,0.108108108108108,1
"Panel_1",0.5,0.81411730879816,0.0810810810810811,1
"Panel_1",0.5,0.81411730879816,0.0540540540540541,1
"Panel_1",0.5,0.81411730879816,0.027027027027027,1
"Panel_1",0.5,0.81411730879816,0,1
"Panel_1",1,0.77345731191885,1,0
"Panel_1",1,0.77345731191885,1,0.00591715976331361
"Panel_1",1,0.77345731191885,1,0.0118343195266272
"Panel_1",1,0.77345731191885,1,0.0177514792899408
"Panel_1",1,0.77345731191885,0.982142857142857,0.0177514792899408
"Panel_1",1,0.77345731191885,0.982142857142857,0.0236686390532544
"Panel_1",1,0.77345731191885,0.982142857142857,0.029585798816568
"Panel_1",1,0.77345731191885,0.982142857142857,0.0355029585798817
"Panel_1",1,0.77345731191885,0.982142857142857,0.0414201183431953
"Panel_1",1,0.77345731191885,0.982142857142857,0.0473372781065089
"Panel_1",1,0.77345731191885,0.982142857142857,0.0532544378698225
"Panel_1",1,0.77345731191885,0.982142857142857,0.0591715976331361
"Panel_1",1,0.77345731191885,0.982142857142857,0.0650887573964497
"Panel_1",1,0.77345731191885,0.982142857142857,0.0710059171597633
"Panel_1",1,0.77345731191885,0.982142857142857,0.0769230769230769
"Panel_1",1,0.77345731191885,0.982142857142857,0.0828402366863905
"Panel_1",1,0.77345731191885,0.982142857142857,0.0887573964497041
"Panel_1",1,0.77345731191885,0.982142857142857,0.0946745562130177
"Panel_1",1,0.77345731191885,0.964285714285714,0.0946745562130177
"Panel_1",1,0.77345731191885,0.964285714285714,0.100591715976331
"Panel_1",1,0.77345731191885,0.964285714285714,0.106508875739645
"Panel_1",1,0.77345731191885,0.964285714285714,0.112426035502959
"Panel_1",1,0.77345731191885,0.946428571428571,0.112426035502959
"Panel_1",1,0.77345731191885,0.946428571428571,0.118343195266272
"Panel_1",1,0.77345731191885,0.928571428571429,0.118343195266272
"Panel_1",1,0.77345731191885,0.928571428571429,0.124260355029586
"Panel_1",1,0.77345731191885,0.910714285714286,0.124260355029586
"Panel_1",1,0.77345731191885,0.910714285714286,0.130177514792899
"Panel_1",1,0.77345731191885,0.910714285714286,0.136094674556213
"Panel_1",1,0.77345731191885,0.892857142857143,0.136094674556213
"Panel_1",1,0.77345731191885,0.892857142857143,0.142011834319527
"Panel_1",1,0.77345731191885,0.892857142857143,0.14792899408284
"Panel_1",1,0.77345731191885,0.892857142857143,0.153846153846154
"Panel_1",1,0.77345731191885,0.892857142857143,0.159763313609467
"Panel_1",1,0.77345731191885,0.892857142857143,0.165680473372781
"Panel_1",1,0.77345731191885,0.892857142857143,0.171597633136095
"Panel_1",1,0.77345731191885,0.892857142857143,0.177514792899408
"Panel_1",1,0.77345731191885,0.892857142857143,0.183431952662722
"Panel_1",1,0.77345731191885,0.892857142857143,0.189349112426035
"Panel_1",1,0.77345731191885,0.892857142857143,0.195266272189349
"Panel_1",1,0.77345731191885,0.892857142857143,0.201183431952663
"Panel_1",1,0.77345731191885,0.892857142857143,0.207100591715976
"Panel_1",1,0.77345731191885,0.892857142857143,0.21301775147929
"Panel_1",1,0.77345731191885,0.892857142857143,0.218934911242604
"Panel_1",1,0.77345731191885,0.875,0.218934911242604
"Panel_1",1,0.77345731191885,0.875,0.224852071005917
"Panel_1",1,0.77345731191885,0.875,0.230769230769231
"Panel_1",1,0.77345731191885,0.875,0.236686390532544
"Panel_1",1,0.77345731191885,0.875,0.242603550295858
"Panel_1",1,0.77345731191885,0.875,0.248520710059172
"Panel_1",1,0.77345731191885,0.875,0.254437869822485
"Panel_1",1,0.77345731191885,0.875,0.260355029585799
"Panel_1",1,0.77345731191885,0.875,0.266272189349112
"Panel_1",1,0.77345731191885,0.875,0.272189349112426
"Panel_1",1,0.77345731191885,0.875,0.27810650887574
"Panel_1",1,0.77345731191885,0.875,0.284023668639053
"Panel_1",1,0.77345731191885,0.875,0.289940828402367
"Panel_1",1,0.77345731191885,0.875,0.29585798816568
"Panel_1",1,0.77345731191885,0.875,0.301775147928994
"Panel_1",1,0.77345731191885,0.857142857142857,0.301775147928994
"Panel_1",1,0.77345731191885,0.857142857142857,0.307692307692308
"Panel_1",1,0.77345731191885,0.839285714285714,0.307692307692308
"Panel_1",1,0.77345731191885,0.839285714285714,0.313609467455621
"Panel_1",1,0.77345731191885,0.839285714285714,0.319526627218935
"Panel_1",1,0.77345731191885,0.839285714285714,0.325443786982249
"Panel_1",1,0.77345731191885,0.839285714285714,0.331360946745562
"Panel_1",1,0.77345731191885,0.839285714285714,0.337278106508876
"Panel_1",1,0.77345731191885,0.839285714285714,0.343195266272189
"Panel_1",1,0.77345731191885,0.839285714285714,0.349112426035503
"Panel_1",1,0.77345731191885,0.839285714285714,0.355029585798817
"Panel_1",1,0.77345731191885,0.839285714285714,0.36094674556213
"Panel_1",1,0.77345731191885,0.839285714285714,0.366863905325444
"Panel_1",1,0.77345731191885,0.821428571428571,0.366863905325444
"Panel_1",1,0.77345731191885,0.821428571428571,0.372781065088757
"Panel_1",1,0.77345731191885,0.821428571428571,0.378698224852071
"Panel_1",1,0.77345731191885,0.803571428571429,0.378698224852071
"Panel_1",1,0.77345731191885,0.803571428571429,0.384615384615385
"Panel_1",1,0.77345731191885,0.803571428571429,0.390532544378698
"Panel_1",1,0.77345731191885,0.803571428571429,0.396449704142012
"Panel_1",1,0.77345731191885,0.803571428571429,0.402366863905325
"Panel_1",1,0.77345731191885,0.803571428571429,0.408284023668639
"Panel_1",1,0.77345731191885,0.803571428571429,0.414201183431953
"Panel_1",1,0.77345731191885,0.803571428571429,0.420118343195266
"Panel_1",1,0.77345731191885,0.803571428571429,0.42603550295858
"Panel_1",1,0.77345731191885,0.785714285714286,0.42603550295858
"Panel_1",1,0.77345731191885,0.767857142857143,0.42603550295858
"Panel_1",1,0.77345731191885,0.767857142857143,0.431952662721893
"Panel_1",1,0.77345731191885,0.767857142857143,0.437869822485207
"Panel_1",1,0.77345731191885,0.767857142857143,0.443786982248521
"Panel_1",1,0.77345731191885,0.767857142857143,0.449704142011834
"Panel_1",1,0.77345731191885,0.767857142857143,0.455621301775148
"Panel_1",1,0.77345731191885,0.767857142857143,0.461538461538462
"Panel_1",1,0.77345731191885,0.767857142857143,0.467455621301775
"Panel_1",1,0.77345731191885,0.75,0.467455621301775
"Panel_1",1,0.77345731191885,0.75,0.473372781065089
"Panel_1",1,0.77345731191885,0.75,0.479289940828402
"Panel_1",1,0.77345731191885,0.75,0.485207100591716
"Panel_1",1,0.77345731191885,0.75,0.49112426035503
"Panel_1",1,0.77345731191885,0.75,0.497041420118343
"Panel_1",1,0.77345731191885,0.75,0.502958579881657
"Panel_1",1,0.77345731191885,0.75,0.50887573964497
"Panel_1",1,0.77345731191885,0.75,0.514792899408284
"Panel_1",1,0.77345731191885,0.75,0.520710059171598
"Panel_1",1,0.77345731191885,0.75,0.526627218934911
"Panel_1",1,0.77345731191885,0.75,0.532544378698225
"Panel_1",1,0.77345731191885,0.75,0.538461538461538
"Panel_1",1,0.77345731191885,0.75,0.544378698224852
"Panel_1",1,0.77345731191885,0.75,0.550295857988166
"Panel_1",1,0.77345731191885,0.75,0.556213017751479
"Panel_1",1,0.77345731191885,0.75,0.562130177514793
"Panel_1",1,0.77345731191885,0.75,0.568047337278107
"Panel_1",1,0.77345731191885,0.75,0.57396449704142
"Panel_1",1,0.77345731191885,0.75,0.579881656804734
"Panel_1",1,0.77345731191885,0.732142857142857,0.579881656804734
"Panel_1",1,0.77345731191885,0.732142857142857,0.585798816568047
"Panel_1",1,0.77345731191885,0.732142857142857,0.591715976331361
"Panel_1",1,0.77345731191885,0.732142857142857,0.597633136094675
"Panel_1",1,0.77345731191885,0.732142857142857,0.603550295857988
"Panel_1",1,0.77345731191885,0.732142857142857,0.609467455621302
"Panel_1",1,0.77345731191885,0.732142857142857,0.615384615384615
"Panel_1",1,0.77345731191885,0.732142857142857,0.621301775147929
"Panel_1",1,0.77345731191885,0.732142857142857,0.627218934911243
"Panel_1",1,0.77345731191885,0.732142857142857,0.633136094674556
"Panel_1",1,0.77345731191885,0.732142857142857,0.63905325443787
"Panel_1",1,0.77345731191885,0.732142857142857,0.644970414201183
"Panel_1",1,0.77345731191885,0.732142857142857,0.650887573964497
"Panel_1",1,0.77345731191885,0.732142857142857,0.656804733727811
"Panel_1",1,0.77345731191885,0.732142857142857,0.662721893491124
"Panel_1",1,0.77345731191885,0.732142857142857,0.668639053254438
"Panel_1",1,0.77345731191885,0.732142857142857,0.674556213017751
"Panel_1",1,0.77345731191885,0.732142857142857,0.680473372781065
"Panel_1",1,0.77345731191885,0.732142857142857,0.686390532544379
"Panel_1",1,0.77345731191885,0.732142857142857,0.692307692307692
"Panel_1",1,0.77345731191885,0.732142857142857,0.698224852071006
"Panel_1",1,0.77345731191885,0.732142857142857,0.70414201183432
"Panel_1",1,0.77345731191885,0.732142857142857,0.710059171597633
"Panel_1",1,0.77345731191885,0.732142857142857,0.715976331360947
"Panel_1",1,0.77345731191885,0.732142857142857,0.72189349112426
"Panel_1",1,0.77345731191885,0.732142857142857,0.727810650887574
"Panel_1",1,0.77345731191885,0.732142857142857,0.733727810650888
"Panel_1",1,0.77345731191885,0.732142857142857,0.739644970414201
"Panel_1",1,0.77345731191885,0.732142857142857,0.745562130177515
"Panel_1",1,0.77345731191885,0.732142857142857,0.751479289940828
"Panel_1",1,0.77345731191885,0.732142857142857,0.757396449704142
"Panel_1",1,0.77345731191885,0.732142857142857,0.763313609467456
"Panel_1",1,0.77345731191885,0.732142857142857,0.769230769230769
"Panel_1",1,0.77345731191885,0.732142857142857,0.775147928994083
"Panel_1",1,0.77345731191885,0.714285714285714,0.775147928994083
"Panel_1",1,0.77345731191885,0.714285714285714,0.781065088757396
"Panel_1",1,0.77345731191885,0.714285714285714,0.78698224852071
"Panel_1",1,0.77345731191885,0.714285714285714,0.792899408284024
"Panel_1",1,0.77345731191885,0.714285714285714,0.798816568047337
"Panel_1",1,0.77345731191885,0.714285714285714,0.804733727810651
"Panel_1",1,0.77345731191885,0.714285714285714,0.810650887573965
"Panel_1",1,0.77345731191885,0.696428571428571,0.810650887573965
"Panel_1",1,0.77345731191885,0.678571428571429,0.810650887573965
"Panel_1",1,0.77345731191885,0.678571428571429,0.816568047337278
"Panel_1",1,0.77345731191885,0.678571428571429,0.822485207100592
"Panel_1",1,0.77345731191885,0.678571428571429,0.828402366863905
"Panel_1",1,0.77345731191885,0.678571428571429,0.834319526627219
"Panel_1",1,0.77345731191885,0.678571428571429,0.840236686390533
"Panel_1",1,0.77345731191885,0.678571428571429,0.846153846153846
"Panel_1",1,0.77345731191885,0.660714285714286,0.846153846153846
"Panel_1",1,0.77345731191885,0.642857142857143,0.846153846153846
"Panel_1",1,0.77345731191885,0.642857142857143,0.85207100591716
"Panel_1",1,0.77345731191885,0.642857142857143,0.857988165680473
"Panel_1",1,0.77345731191885,0.642857142857143,0.863905325443787
"Panel_1",1,0.77345731191885,0.642857142857143,0.869822485207101
"Panel_1",1,0.77345731191885,0.642857142857143,0.875739644970414
"Panel_1",1,0.77345731191885,0.642857142857143,0.881656804733728
"Panel_1",1,0.77345731191885,0.642857142857143,0.887573964497041
"Panel_1",1,0.77345731191885,0.642857142857143,0.893491124260355
"Panel_1",1,0.77345731191885,0.642857142857143,0.899408284023669
"Panel_1",1,0.77345731191885,0.642857142857143,0.905325443786982
"Panel_1",1,0.77345731191885,0.625,0.905325443786982
"Panel_1",1,0.77345731191885,0.607142857142857,0.905325443786982
"Panel_1",1,0.77345731191885,0.607142857142857,0.911242603550296
"Panel_1",1,0.77345731191885,0.589285714285714,0.911242603550296
"Panel_1",1,0.77345731191885,0.571428571428571,0.911242603550296
"Panel_1",1,0.77345731191885,0.571428571428571,0.91715976331361
"Panel_1",1,0.77345731191885,0.553571428571429,0.91715976331361
"Panel_1",1,0.77345731191885,0.553571428571429,0.923076923076923
"Panel_1",1,0.77345731191885,0.535714285714286,0.923076923076923
"Panel_1",1,0.77345731191885,0.535714285714286,0.928994082840237
"Panel_1",1,0.77345731191885,0.535714285714286,0.93491124260355
"Panel_1",1,0.77345731191885,0.517857142857143,0.93491124260355
"Panel_1",1,0.77345731191885,0.5,0.93491124260355
"Panel_1",1,0.77345731191885,0.5,0.940828402366864
"Panel_1",1,0.77345731191885,0.5,0.946745562130177
"Panel_1",1,0.77345731191885,0.5,0.952662721893491
"Panel_1",1,0.77345731191885,0.482142857142857,0.952662721893491
"Panel_1",1,0.77345731191885,0.482142857142857,0.958579881656805
"Panel_1",1,0.77345731191885,0.482142857142857,0.964497041420118
"Panel_1",1,0.77345731191885,0.464285714285714,0.964497041420118
